Source,Project,Address,Price,Size_sqft,PSF
99co,"S$ 2,400/mo","S$ 2,400/mo, S$ 9.6 psf, VIEW TO OFFER",2400,250,9.6
SRX,Neil Road,"Neil Road, Food And Beverage •, 1,300 sqft",12488,1300,9.61
SRX,"1,300 sqft | $9.61 psf(Built)","1,300 sqft, $9.61 psf(Built), $12,488",12488,1300,9.61
99co,Enquire on multiple listings at once,"Faster enquiries, S$ 2,599/mo, S$ 9.63 psf",2599,270,9.63
99co,"S$ 2,599/mo","S$ 2,599/mo, S$ 9.63 psf",2599,269,9.63
SRX,Orchard Plaza,"Orchard Plaza, Retail •, 258 sqft",2500,258,9.69
SRX,258 sqft | $9.69 psf(Built),"258 sqft, $9.69 psf(Built), $2,500",2500,258,9.69
99co,READY TO MOVE,"READY TO MOVE, S$ 1,800/mo, S$ 9.73 psf",1800,185,9.73
99co,"S$ 1,800/mo","S$ 1,800/mo, S$ 9.73 psf, NEGO",1800,184,9.73
SRX,Immediate. Fitted with lighting & air-co,"14d, Far East Shopping Centre, 185 sqft",1800,185,9.73
SRX,Commercial Unit,"14d, Far East Shopping Centre, 185 sqft",1800,185,9.73
SRX,Far East Shopping Centre,"Far East Shopping Centre, 185 sqft, $9.73 psf(Built)",1800,185,9.73
SRX,185 sqft | $9.73 psf(Built),"185 sqft, $9.73 psf(Built), $1,800",1800,185,9.73
99co,READY TO MOVE,"READY TO MOVE, S$ 3,900/mo, S$ 9.75 psf",3900,400,9.75
99co,"S$ 3,900/mo","S$ 3,900/mo, S$ 9.75 psf, NEGO",3900,400,9.75
SRX,Beach Road Conservation Area,"13d, Beach Road Conservation Area, Food And Beverage •",40000,4100,9.76
SRX,"4,100 sqft | $9.76 psf(Built)","4,100 sqft, $9.76 psf(Built), $40,000",40000,4100,9.76
99co,"437 Orchard Road, 238878","S$ 14,000/mo, S$ 9.78 psf, 437 Orchard Road, 238878",14000,1431,9.78
99co,"S$ 14,000/mo","S$ 14,000/mo, S$ 9.78 psf",14000,1431,9.78
EdgeProp,NOVENA SQUARE - TOWER A,"$39,347, NOVENA SQUARE - TOWER A, 6 Malls nearby",39347,4015,9.8
99co,Lucky Plaza,"S$ 3,900/mo, S$ 9.8 psf, Lucky Plaza",3900,398,9.8
99co,"S$ 3,900/mo","S$ 3,900/mo, S$ 9.8 psf",3900,397,9.8
EdgeProp,THE QUADRANT AT CECIL,"$41,888, THE QUADRANT AT CECIL, 9 Malls nearby",41888,4270,9.81
EdgeProp,SBF CENTER,"$7,400, SBF CENTER, 1 Bus Stop nearby",7400,753,9.83
99co,VERIFIED,"S$ 2,950/mo, S$ 9.83 psf, Serangoon North Avenue 1",2950,300,9.83
99co,"S$ 2,950/mo","S$ 2,950/mo, S$ 9.83 psf",2950,300,9.83
99co,READY TO MOVE,"READY TO MOVE, S$ 27,000/mo, S$ 9.84 psf",27000,2743,9.84
99co,"S$ 27,000/mo","S$ 27,000/mo, S$ 9.84 psf, NEGO",27000,2743,9.84
99co,Far East Plaza,"S$ 3,186/mo, S$ 9.86 psf, Far East Plaza",3186,323,9.86
99co,"S$ 3,186/mo","S$ 3,186/mo, S$ 9.86 psf",3186,323,9.86
99co,"1 Queensway, 149053","S$ 1,700/mo, S$ 9.88 psf, Queensway Shopping Centre/Queensway Tower",1700,172,9.88
99co,"S$ 1,700/mo","S$ 1,700/mo, S$ 9.88 psf",1700,172,9.88
EdgeProp,SIMS AVENUE CENTRE,"$10,000, SIMS AVENUE CENTRE, 2 MRT/LRTs Currently nearby",10000,1009,9.91
EdgeProp,THE PUNGGOL SETTLEMENT,"EXCLUSIVE, $18,800, THE PUNGGOL SETTLEMENT",18800,1894,9.93
99co,TE 26,"S$ 3,200/mo, S$ 9.97 psf, Katong Shopping Centre",3200,321,9.97
99co,"S$ 3,200/mo","S$ 3,200/mo, S$ 9.97 psf",3200,320,9.97
SRX,Commercial Unit,"Katong Shopping Centre, Retail •, 321 sqft",3200,321,9.97
SRX,Katong Shopping Centre,"Katong Shopping Centre, Retail •, 321 sqft",3200,321,9.97
SRX,321 sqft | $9.97 psf(Built),"321 sqft, $9.97 psf(Built), $3,200",3200,321,9.97
99co,Thong Chai Medical Institution,"S$ 9,888/mo, S$ 9.99 psf, Thong Chai Medical Institution",9888,990,9.99
99co,"S$ 9,888/mo","S$ 9,888/mo, S$ 9.99 psf",9888,989,9.99
99co,TE 26,"S$ 7,200/mo, S$ 9.99 psf, Katong Shopping Centre",7200,721,9.99
99co,"S$ 7,200/mo","S$ 7,200/mo, S$ 9.99 psf",7200,720,9.99
SRX,990 sqft | $9.99 psf(Built),"990 sqft, $9.99 psf(Built), $9,888",9888,990,9.99
EdgeProp,CT HUB,"$17,440, CT HUB, Shop",17440,1744,10.0
EdgeProp,$10 PSF,"$10 PSF, D12, Built: 2013",17440,1744,10.0
EdgeProp,Teck Whye Lane,"$10 PSF, D23, 657 sqft",6570,657,10.0
EdgeProp,SUNTEC CITY TOWER,"$18,000, SUNTEC CITY TOWER, 11 Malls nearby",18000,1800,10.0
EdgeProp,Temasek Boulevard,"$10 PSF, Built: 1992, 1,800 sqft",18000,1800,10.0
EdgeProp,CT HUB,"$16,680, CT HUB, Shop",16680,1668,10.0
EdgeProp,$10 PSF,"$10 PSF, D12, Built: 2013",16680,1668,10.0
EdgeProp,CT HUB,"$22,710, CT HUB, Shop",22710,2271,10.0
EdgeProp,$10 PSF,"$10 PSF, D12, Built: 2013",22710,2271,10.0
EdgeProp,CT HUB,"$9,580, CT HUB, Shop",9580,958,10.0
EdgeProp,$10 PSF,"$10 PSF, D12, Built: 2013",9580,958,10.0
EdgeProp,Upper Bukit Timah Road,"$3,999, BUKIT TIMAH SHOPPING CENTRE, 3 Bus Stops nearby",3999,400,10.0
EdgeProp,Upper Bukit Timah Road,"$10 PSF, D21, 400 sqft",4000,400,10.0
EdgeProp,160 Robinson Road,"$10 PSF, 753 sqft, 99 years",7530,753,10.0
EdgeProp,$10 PSF,"$10 PSF, D20, 1,265 sqft",12650,1265,10.0
EdgeProp,238AThomson Road,"$10 PSF, D11, 4,015 sqft",40150,4015,10.0
EdgeProp,Punggol Point Road,"$10 PSF, D19, Built: 2014",18940,1894,10.0
EdgeProp,Freehold,"$10 PSF, 496 sqft, Freehold",4960,496,10.0
EdgeProp,Raffles Place,"$10 PSF, 9,558 sqft, Raffles Place",95580,9558,10.0
EdgeProp,Phillip Street,"$10 PSF, 1,000 sqft, Phillip Street",10000,1000,10.0
EdgeProp,Phillip Street,"$10 PSF, 1,292 sqft, 999 years",12920,1292,10.0
EdgeProp,Phillip Street,"$10 PSF, 2,971 sqft, Phillip Street",29710,2971,10.0
EdgeProp,Raffles Place,"$10 PSF, 1,706 sqft, Raffles Place",17060,1706,10.0
EdgeProp,Cecil Road,"$10 PSF, 4,270 sqft, Cecil Road",42700,4270,10.0
EdgeProp,New Bridge Road,"$10 PSF, 2,723 sqft, 99 years",27230,2723,10.0
EdgeProp,New Bridge Road,"$10 PSF, 1,561 sqft, 99 years",15610,1561,10.0
EdgeProp,ONE MARINA BOULEVARD,"$26,000, ONE MARINA BOULEVARD, 6 MRT/LRTs Currently nearby",26000,2600,10.0
EdgeProp,94 Yrs From 01/04/2006,"$10 PSF, 2,600 sqft, 94 Yrs From 01/04/2006",26000,2600,10.0
EdgeProp,SUNTEC CITY,"$28,000, SUNTEC CITY, 11 Malls nearby",28000,2800,10.0
EdgeProp,99 Yrs From 01/03/1989,"$10 PSF, 2,800 sqft, 99 Yrs From 01/03/1989",28000,2800,10.0
EdgeProp,TAN CHONG TOWER,"$54,000, TAN CHONG TOWER, 22 Malls nearby",54000,5400,10.0
EdgeProp,Unknown,"$10 PSF, 5,400 sqft, Unknown",54000,5400,10.0
EdgeProp,$10 PSF,"$10 PSF, 6,845 sqft, 999 Years",68450,6845,10.0
EdgeProp,Freehold,"$10 PSF, D14, 1,009 sqft",10090,1009,10.0
EdgeProp,Bedok Road,"$10 PSF, D16, 947 sqft",9470,947,10.0
EdgeProp,GOLDEN LANDMARK,"EXCLUSIVE, $2,910, GOLDEN LANDMARK",2910,291,10.0
EdgeProp,Victoria Street,"$10 PSF, 291 sqft, 99 Years",2910,291,10.0
EdgeProp,Orchard Road,"$10 PSF, 388 sqft, 99 Years",3880,388,10.0
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $3,980, LUCKY PLAZA",3980,398,10.0
EdgeProp,Freehold,"$10 PSF, Built: 1979, 398 sqft",3980,398,10.0
EdgeProp,FAR EAST PLAZA,"EXCLUSIVE, $3,440, FAR EAST PLAZA",3440,344,10.0
EdgeProp,Freehold,"$10 PSF, Built: 1982, 344 sqft",3440,344,10.0
EdgeProp,70 ANSON ROAD,"$36,730, 70 ANSON ROAD, Less than 30 mins to City Centre",36730,3673,10.0
EdgeProp,Freehold,"$10 PSF, 3,673 sqft, Freehold",36730,3673,10.0
EdgeProp,70 ANSON ROAD,"$35,600, 70 ANSON ROAD, 4 Bus Stops nearby",35600,3560,10.0
EdgeProp,Freehold,"$10 PSF, 3,560 sqft, Freehold",35600,3560,10.0
EdgeProp,ORCHARD PLAZA,"$16,150, ORCHARD PLAZA, Less than 30 mins to City Centre",16150,1615,10.0
EdgeProp,Orchard Road,"$10 PSF, 1,615 sqft, 99 Years",16150,1615,10.0
99co,READY TO MOVE,"READY TO MOVE, S$ 29,380/mo, S$ 10 psf",29380,2938,10.0
99co,"S$ 29,380/mo","S$ 29,380/mo, S$ 10 psf, VIEW TO OFFER",29380,2938,10.0
99co,AVAIL 01/08/26,"AVAIL 01/08/26, S$ 18,300/mo, S$ 10 psf",18300,1830,10.0
99co,"S$ 18,300/mo","S$ 18,300/mo, S$ 10 psf, VIEW TO OFFER",18300,1830,10.0
99co,"2 Gunner Lane, 099567","S$ 18,400/mo, S$ 10 psf, 2 Gunner Lane, 099567",18400,1840,10.0
99co,"S$ 18,400/mo","S$ 18,400/mo, S$ 10 psf",18400,1840,10.0
99co,Enquire on multiple listings at once,"Faster enquiries, S$ 3,440/mo, S$ 10 psf",3440,344,10.0
99co,Bijou,"S$ 8,400/mo, S$ 10 psf, Bijou",8400,840,10.0
99co,"S$ 3,440/mo","S$ 3,440/mo, S$ 10 psf",3440,344,10.0
99co,"S$ 8,400/mo","S$ 8,400/mo, S$ 10 psf",8400,840,10.0
99co,Bukit Pasoh Extnsn Constn Area,"S$ 36,000/mo, S$ 10 psf, Bukit Pasoh Extnsn Constn Area",36000,3600,10.0
99co,"S$ 36,000/mo","S$ 36,000/mo, S$ 10 psf",36000,3600,10.0
99co,"S$ 3,980/mo","S$ 3,980/mo, S$ 10 psf",3980,398,10.0
99co,Tanjong Pagar Conservation Area,"S$ 17,000/mo, S$ 10 psf, Tanjong Pagar Conservation Area",17000,1700,10.0
99co,"34C Upper Cross Street, 053034","S$ 30,000/mo, S$ 10 psf, 34C Upper Cross Street, 053034",30000,3000,10.0
99co,"S$ 30,000/mo","S$ 30,000/mo, S$ 10 psf",30000,3000,10.0
99co,"S$ 17,000/mo","S$ 17,000/mo, S$ 10 psf",17000,1700,10.0
99co,READY TO MOVE,"READY TO MOVE, S$ 3,500/mo, S$ 10 psf",3500,350,10.0
99co,"S$ 3,500/mo","S$ 3,500/mo, S$ 10 psf, VIEW TO OFFER",3500,350,10.0
99co,"170 Upper Bukit Timah Road, 588179","S$ 3,999/mo, S$ 10 psf, Bukit Timah Shopping Centre",3999,400,10.0
99co,The Central,"S$ 6,680/mo, S$ 10 psf, The Central",6680,668,10.0
99co,"S$ 3,999/mo","S$ 3,999/mo, S$ 10 psf",3999,399,10.0
99co,"S$ 6,680/mo","S$ 6,680/mo, S$ 10 psf",6680,668,10.0
99co,Katong Point,"S$ 8,830/mo, S$ 10 psf, Katong Point",8830,883,10.0
99co,"S$ 8,830/mo","S$ 8,830/mo, S$ 10 psf",8830,883,10.0
SRX,Gunner Lane,"Gunner Lane, Retail •, 1,840 sqft",18400,1840,10.0
SRX,"1,840 sqft | $10.00 psf(Built)","1,840 sqft, $10.00 psf(Built), $18,400",18400,1840,10.0
SRX,Bukit Timah Plaza / Sherwood Towers,"Bukit Timah Plaza / Sherwood Towers, 1,206 sqft, $10.00 psf(Built)",12060,1206,10.0
SRX,"1,206 sqft | $10.00 psf(Built)","1,206 sqft, $10.00 psf(Built), $12,060",12060,1206,10.0
SRX,Jurong West Street 42,"Jurong West Street 42, Food And Beverage •, 300 sqft",3000,300,10.0
SRX,300 sqft | $10.00 psf(Built),"300 sqft, $10.00 psf(Built), $3,000",3000,300,10.0
SRX,Vincent Low,"12d, Bugis Bencoolen Bras Basah Office Ground Floor F&B for Rent, Restaurant • B",54000,5400,10.0
SRX,Commercial Unit,"12d, Bugis Bencoolen Bras Basah Office Ground Floor F&B for Rent, Restaurant • B",54000,5400,10.0
SRX,Bugis Bencoolen Bras Basah Office Ground,"Bugis Bencoolen Bras Basah Office Ground Floor F&B for Rent, Restaurant • Built-",54000,5400,10.0
SRX,"5,400 sqft | $10.00 psf(Built)","5,400 sqft, $10.00 psf(Built), $54,000",54000,5400,10.0
EdgeProp,3 KEONG SAIK ROAD,"$5,000, 3 KEONG SAIK ROAD, 3 Parks nearby",5000,496,10.08
99co,D'manor,"S$ 2,500/mo, S$ 10.08 psf, D'manor",2500,248,10.08
99co,"S$ 2,500/mo","S$ 2,500/mo, S$ 10.08 psf",2500,248,10.08
SRX,Dmanor,"Dmanor, Retail •, 248 sqft",2500,248,10.08
SRX,248 sqft | $10.08 psf(Built),"248 sqft, $10.08 psf(Built), $2,500",2500,248,10.08
99co,East Village,"S$ 2,280/mo, S$ 10.09 psf, East Village",2280,226,10.09
99co,"S$ 2,280/mo","S$ 2,280/mo, S$ 10.09 psf",2280,225,10.09
SRX,Siglap V,"Siglap V, Health Centre • Built-2013, 839 sqft",8500,839,10.13
SRX,839 sqft | $10.13 psf(Built),"839 sqft, $10.13 psf(Built), $8,500",8500,839,10.13
99co,VIEW TO OFFER,"S$ 45,000/mo, S$ 10.23 psf, VIEW TO OFFER",45000,4400,10.23
99co,"S$ 45,000/mo","S$ 45,000/mo, S$ 10.23 psf, VIEW TO OFFER",45000,4398,10.23
EdgeProp,Sharon Loh,"$12,999, 722 ANG MO KIO AVENUE 8, 1 Bus Stop nearby",12999,1265,10.28
99co,"1 Tanjong Pagar Road, 088437","S$ 15,000/mo, S$ 10.3 psf, 1 Tanjong Pagar Road, 088437",15000,1457,10.3
99co,"S$ 15,000/mo","S$ 15,000/mo, S$ 10.3 psf",15000,1456,10.3
SRX,Aljunied Crescent,"Aljunied Crescent, Food And Beverage •, 3,100 sqft",32000,3100,10.32
SRX,"3,100 sqft | $10.32 psf(Built)","3,100 sqft, $10.32 psf(Built), $32,000",32000,3100,10.32
99co,Tai Seng Point,"S$ 3,000/mo, S$ 10.34 psf, Tai Seng Point",3000,290,10.34
99co,"S$ 3,000/mo","S$ 3,000/mo, S$ 10.34 psf",3000,290,10.34
EdgeProp,139 TECK WHYE LANE,"$6,800, 139 TECK WHYE LANE, 3 MRT/LRTs Currently nearby",6800,657,10.35
EdgeProp,REPUBLIC PLAZA,"$99,000, REPUBLIC PLAZA, 3 Parks nearby",99000,9558,10.36
EdgeProp,SAMSUNG HUB,"$71,000, SAMSUNG HUB, 13 Malls nearby",71000,6845,10.37
99co,Far East Plaza,"S$ 5,595/mo, S$ 10.4 psf, Far East Plaza",5595,538,10.4
99co,"S$ 5,595/mo","S$ 5,595/mo, S$ 10.4 psf",5595,537,10.4
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, Hougang Avenue 1, Retail •",7500,720,10.42
SRX,Hougang Avenue 1,"Hougang Avenue 1, Retail •, 720 sqft",7500,720,10.42
SRX,720 sqft | $10.42 psf(Built),"720 sqft, $10.42 psf(Built), $7,500",7500,720,10.42
99co,Partially fitted,"S$ 3,600/mo, S$ 10.47 psf, Katong Shopping Centre",3600,344,10.47
99co,"S$ 3,600/mo","S$ 3,600/mo, S$ 10.47 psf",3600,343,10.47
EdgeProp,REPUBLIC PLAZA,"$17,888, REPUBLIC PLAZA, 3 Bus Stops nearby",17888,1706,10.49
EdgeProp,SAMSUNG HUB,"$35,259, SAMSUNG HUB, 4 Parks nearby",35259,3358,10.5
EdgeProp,SAMSUNG HUB,"EXCLUSIVE, $40,688, SAMSUNG HUB",40688,3875,10.5
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $4,525, LUCKY PLAZA",4525,431,10.5
EdgeProp,THE CITRON,"EXCLUSIVE, $2,500, THE CITRON",2500,237,10.55
99co,"65 Tanjong Pagar Road, 088486","S$ 16,000/mo, S$ 10.67 psf, 65 Tanjong Pagar Road, 088486",16000,1500,10.67
99co,"S$ 16,000/mo","S$ 16,000/mo, S$ 10.67 psf",16000,1499,10.67
SRX,Chestnut Avenue,"11d, Chestnut Avenue, Food And Beverage •",16000,1500,10.67
SRX,"1,500 sqft | $10.67 psf(Built)","1,500 sqft, $10.67 psf(Built), $16,000",16000,1500,10.67
EdgeProp,Jefferson Goh,"EXCLUSIVE, $23,500, MOHAMED SULTAN ROAD",23500,2200,10.68
SRX,96 Sims Ave,"96 Sims Ave, Restaurant • Partially Furnished •, 1,768 sqft",18888,1768,10.68
SRX,"1,768 sqft | $10.68 psf(Built)","1,768 sqft, $10.68 psf(Built), $18,888",18888,1768,10.68
99co,AVAIL 15/09/26,"AVAIL 15/09/26, S$ 2,300/mo, S$ 10.7 psf",2300,215,10.7
99co,"S$ 2,300/mo","S$ 2,300/mo, S$ 10.7 psf, NEGO",2300,214,10.7
EdgeProp,BEDOK MARKET PLACE,"$9,688, BEDOK MARKET PLACE, 1 MRT/LRT Currently nearby",9688,900,10.76
99co,NEGO,"S$ 10,500/mo, S$ 10.84 psf, NEGO",10500,969,10.84
99co,"S$ 10,500/mo","S$ 10,500/mo, S$ 10.84 psf, NEGO",10500,968,10.84
SRX,East Village,"East Village, Mall • Partially Furnished • Built-2014, 969 sqft",10500,969,10.84
SRX,969 sqft | $10.84 psf(Built),"969 sqft, $10.84 psf(Built), $10,500",10500,969,10.84
99co,Fully fitted,"S$ 9,800/mo, S$ 10.89 psf, 42 Amoy Street, 069868",9800,900,10.89
99co,"S$ 9,800/mo","S$ 9,800/mo, S$ 10.89 psf",9800,899,10.89
99co,DT 18,"S$ 9,800/mo, S$ 10.89 psf, 1 Amoy Street, 049944",9800,900,10.89
99co,READY TO MOVE,"READY TO MOVE, Faster enquiries, S$ 9,800/mo",9800,900,10.89
EdgeProp,UIC BUILDING,"$54,500, UIC BUILDING, 7 MRT/LRTs Currently nearby",54500,5000,10.9
SRX,Chin Hin Hang Building,"Chin Hin Hang Building, Food And Beverage •, 1,650 sqft",18000,1650,10.91
SRX,"1,650 sqft | $10.91 psf(Built)","1,650 sqft, $10.91 psf(Built), $18,000",18000,1650,10.91
EdgeProp,UIC BUILDING,"$48,700, UIC BUILDING, 1 Park nearby",48700,4432,10.99
EdgeProp,Jurong East Street 24,"$11 PSF, D22, 800 sqft",8800,800,11.0
EdgeProp,Bedok Road,"$11 PSF, D16, 258 sqft",2838,258,11.0
EdgeProp,Bedok Road,"$11 PSF, D16, 900 sqft",9900,900,11.0
EdgeProp,Temasek Boulevard,"$11 PSF, 3,925 sqft, 99 years",43175,3925,11.0
EdgeProp,45 CLUB STREET,"$11 PSF, 7,025 sqft, 999 Years",77275,7025,11.0
EdgeProp,FRASERS TOWER,"$98,395, FRASERS TOWER, 1 Bus Stop nearby",98395,8945,11.0
EdgeProp,CECIL STREET,"$11 PSF, 8,945 sqft, 99 Years",98395,8945,11.0
EdgeProp,FRASERS TOWER,"$50,798, FRASERS TOWER, Less than 30 mins to City Centre",50798,4618,11.0
EdgeProp,CECIL STREET,"$11 PSF, 4,618 sqft, 99 Years",50798,4618,11.0
EdgeProp,LAZADA ONE,"$48,543, LAZADA ONE, 5 Parks nearby",48543,4413,11.0
EdgeProp,Bras Basah Rd,"$11 PSF, 4,413 sqft, 99 Years",48543,4413,11.0
EdgeProp,Freehold,"$11 PSF, 678 sqft, Freehold",7458,678,11.0
EdgeProp,REPUBLIC PLAZA,"$38,500, REPUBLIC PLAZA, Less than 30 mins to City Centre",38500,3500,11.0
EdgeProp,Raffles Place,"$11 PSF, 3,500 sqft, Raffles Place",38500,3500,11.0
EdgeProp,99 Yrs From 02/06/1969,"$11 PSF, 4,432 sqft, 99 Yrs From 02/06/1969",48752,4432,11.0
EdgeProp,WINSLAND HOUSE II,"$104,907, WINSLAND HOUSE II, 4 Parks nearby",104907,9537,11.0
EdgeProp,Unknown,"$11 PSF, 9,537 sqft, Unknown",104907,9537,11.0
EdgeProp,WINSLAND HOUSE II,"$11,000, WINSLAND HOUSE II, 1 Bus Stop nearby",11000,1000,11.0
EdgeProp,Unknown,"$11 PSF, 1,000 sqft, Unknown",11000,1000,11.0
EdgeProp,WINSLAND HOUSE II,"$69,267, WINSLAND HOUSE II, Less than 30 mins to City Centre",69267,6297,11.0
EdgeProp,Unknown,"$11 PSF, 6,297 sqft, Unknown",69267,6297,11.0
EdgeProp,Raffles Place,"$11 PSF, 1,658 sqft, Raffles Place",18238,1658,11.0
EdgeProp,THE HEEREN,"$49,720, THE HEEREN, 2 MRT/LRTs Currently nearby",49720,4520,11.0
EdgeProp,Freehold,"$11 PSF, 4,520 sqft, Freehold",49720,4520,11.0
EdgeProp,99 Yrs From 02/06/1969,"$11 PSF, 5,000 sqft, 99 Yrs From 02/06/1969",55000,5000,11.0
EdgeProp,Raffles Place,"$11 PSF, 1,496 sqft, Raffles Place",16456,1496,11.0
EdgeProp,Raffles Place,"$11 PSF, 1,507 sqft, Raffles Place",16577,1507,11.0
EdgeProp,Raffles Place,"$11 PSF, 1,582 sqft, Raffles Place",17402,1582,11.0
EdgeProp,Raffles Place,"$11 PSF, 3,929 sqft, Raffles Place",43219,3929,11.0
EdgeProp,Raffles Place,"$11 PSF, 3,380 sqft, Raffles Place",37180,3380,11.0
EdgeProp,344 JURONG EAST STREET 31,"$3,300, 344 JURONG EAST STREET 31, Shop",3300,300,11.0
EdgeProp,$11 PSF,"$11 PSF, 1,733 sqft, 99 Years",19063,1733,11.0
EdgeProp,$11 PSF,"$11 PSF, 3,358 sqft, 999 Years",36938,3358,11.0
EdgeProp,$11 PSF,"$11 PSF, 8,052 sqft",88572,8052,11.0
EdgeProp,Church Street,"$11 PSF, 3,875 sqft, Church Street",42625,3875,11.0
EdgeProp,$11 PSF,"$11 PSF, 1,076 sqft, 69 Years",11836,1076,11.0
EdgeProp,$11 PSF,"$11 PSF, 2,200 sqft, 999 Years",24200,2200,11.0
EdgeProp,Freehold,"$11 PSF, 237 sqft, Freehold",2607,237,11.0
EdgeProp,Freehold,"$11 PSF, 312 sqft, Freehold",3432,312,11.0
EdgeProp,BEDOK MARKET PLACE,"EXCLUSIVE, $2,728, BEDOK MARKET PLACE",2728,248,11.0
EdgeProp,Bedok Road,"$11 PSF, D16, 248 sqft",2728,248,11.0
EdgeProp,ORCHARD PLAZA,"EXCLUSIVE, $3,311, ORCHARD PLAZA",3311,301,11.0
EdgeProp,Orchard Road,"$11 PSF, 301 sqft, 99 Years",3311,301,11.0
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $4,378, LUCKY PLAZA",4378,398,11.0
EdgeProp,Freehold,"$11 PSF, Built: 1979, 398 sqft",4378,398,11.0
EdgeProp,Freehold,"$11 PSF, Built: 1979, 431 sqft",4741,431,11.0
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $6,039, LUCKY PLAZA",6039,549,11.0
EdgeProp,Freehold,"$11 PSF, Built: 1979, 549 sqft",6039,549,11.0
EdgeProp,LUCKY PLAZA,"EXCLUSIVE, $3,575, LUCKY PLAZA",3575,325,11.0
EdgeProp,Freehold,"$11 PSF, Built: 1979, 325 sqft",3575,325,11.0
99co,"S$ 3,311/mo","S$ 3,311/mo, S$ 11 psf",3311,301,11.0
99co,The Central,"S$ 3,080/mo, S$ 11 psf, The Central",3080,280,11.0
99co,"S$ 3,080/mo","S$ 3,080/mo, S$ 11 psf",3080,280,11.0
SRX,280 sqft | $11.00 psf(Built),"280 sqft, $11.00 psf(Built), $3,080",3080,280,11.0
EdgeProp,SUNTEC CITY,"$43,200, SUNTEC CITY, 11 Malls nearby",43200,3925,11.01
99co,READY TO MOVE,"READY TO MOVE, S$ 1,600/mo, S$ 11.03 psf",1600,145,11.03
99co,"S$ 1,600/mo","S$ 1,600/mo, S$ 11.03 psf, NEGO",1600,145,11.03
SRX,City Plaza,"City Plaza, 145 sqft, $11.03 psf(Built)",1600,145,11.03
SRX,145 sqft | $11.03 psf(Built),"145 sqft, $11.03 psf(Built), $1,600",1600,145,11.03
EdgeProp,ICON @ PASIR PANJANG,"EXCLUSIVE, $7,500, ICON @ PASIR PANJANG",7500,678,11.06
SRX,Balestier Road,"Balestier Road, Food And Beverage •, 1,356 sqft",15000,1356,11.06
SRX,"1,356 sqft | $11.06 psf(Built)","1,356 sqft, $11.06 psf(Built), $15,000",15000,1356,11.06
EdgeProp,45 CLUB STREET,"$78,000, 45 CLUB STREET, 8 MRT/LRTs Currently nearby",78000,7025,11.1
EdgeProp,249 JURONG EAST STREET 24,"$8,888, 249 JURONG EAST STREET 24, 1 MRT/LRT Currently nearby",8888,800,11.11
EdgeProp,51 CUPPAGE ROAD,"$10,643, 51 CUPPAGE ROAD, 4 Parks nearby",10643,958,11.11
99co,"S$ 8,888/mo","S$ 8,888/mo, S$ 11.11 psf",8888,800,11.11
99co,Enquire on multiple listings at once,"Faster enquiries, S$ 7,800/mo, S$ 11.14 psf",7800,700,11.14
99co,"S$ 7,800/mo","S$ 7,800/mo, S$ 11.14 psf",7800,700,11.14
EdgeProp,REPUBLIC PLAZA,"$43,900, REPUBLIC PLAZA, 3 Parks nearby",43900,3929,11.17
SRX,Bedok Market Place,"Bedok Market Place, Food And Beverage •, 895 sqft",9999,895,11.17
SRX,895 sqft | $11.17 psf(Built),"895 sqft, $11.17 psf(Built), $9,999",9999,895,11.17
SRX,River Valley Road,"River Valley Road, Food And Beverage •, 1,609 sqft",18000,1609,11.19
SRX,"1,609 sqft | $11.19 psf(Built)","1,609 sqft, $11.19 psf(Built), $18,000",18000,1609,11.19
EdgeProp,20 COLLYER QUAY,"$19,409, 20 COLLYER QUAY, Office",19409,1733,11.2
99co,Far East Plaza,"S$ 3,494/mo, S$ 11.2 psf, Far East Plaza",3494,312,11.2
99co,"S$ 3,494/mo","S$ 3,494/mo, S$ 11.2 psf",3494,311,11.2
EdgeProp,REPUBLIC PLAZA,"$16,888, REPUBLIC PLAZA, 4 MRT/LRTs Currently nearby",16888,1507,11.21
EdgeProp,REPUBLIC PLAZA,"$37,888, REPUBLIC PLAZA, 3 Bus Stops nearby",37888,3380,11.21
EdgeProp,THE CITRON,"EXCLUSIVE, $3,500, THE CITRON",3500,312,11.22
99co,"S$ 3,500/mo","S$ 3,500/mo, S$ 11.22 psf",3500,311,11.22
EdgeProp,REPUBLIC PLAZA,"$16,800, REPUBLIC PLAZA, 3 Parks nearby",16800,1496,11.23
99co,READY TO MOVE,"READY TO MOVE, S$ 4,500/mo, S$ 11.25 psf",4500,400,11.25
99co,"S$ 4,500/mo","S$ 4,500/mo, S$ 11.25 psf, NEGO",4500,400,11.25
99co,Bedok Market Place,"S$ 2,910/mo, S$ 11.28 psf, Bedok Market Place",2910,258,11.28
99co,"S$ 2,910/mo","S$ 2,910/mo, S$ 11.28 psf",2910,257,11.28
EdgeProp,1 GEORGE STREET,"$90,988, 1 GEORGE STREET, Less than 30 mins to City Centre",90988,8052,11.3
EdgeProp,REPUBLIC PLAZA,"$17,888, REPUBLIC PLAZA, 3 Parks nearby",17888,1582,11.31
